Id,n_Artifacts,RMSSD,meanNN,sdNN,cvNN,CVSD,medianNN,madNN,mcvNN,pNN50,pNN20,Triang,Shannon_h,ULF,VLF,LF,HF,VHF,Total_Power,LFn,HFn,LF/HF,LF/P,HF/P,DFA_1,Shannon,Sample_Entropy,Correlation_Dimension,Entropy_Multiscale,Entropy_SVD,Entropy_Spectral_VLF,Entropy_Spectral_LF,Entropy_Spectral_HF,Fisher_Info,Lyapunov,FD_Petrosian,FD_Higushi
2363,0.368421,134.137070,839.027778,103.585383,0.123459,0.159872,835.000000,20.000000,0.023952,62.500000,75.000000,3303256.186576,5.573894,0.000000,0.000000,853754827291.060059,1215880002806.126953,59121944516.502579,3676727873527.280273,0.412515,0.587485,0.702170,0.232205,0.330696,0.924302,4.334963,inf,0.721994,1.386294,0.380535,0.062008,0.062008,0.062008,0.784024,inf,1.050977,2.761714
2364,0.666667,27.588242,1078.888889,25.891512,0.023998,0.025571,1086.666667,13.333333,0.012270,0.000000,33.333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2365,0.054054,74.603527,765.047619,52.526815,0.068658,0.097515,753.333333,3.333333,0.004425,5.714286,5.714286,504667.388075,4.333671,0.000000,0.000000,301096000633.997559,411725246034.421021,33650062944.272881,1207439344862.034180,0.422400,0.577600,0.731303,0.249367,0.340990,0.737115,2.999874,0.175603,0.618957,0.262364,0.270923,0.023335,0.023335,0.023335,0.863044,inf,1.028317,2.939951
2366,0.033333,103.982218,926.436782,151.733191,0.163781,0.112239,933.333333,150.000000,0.160714,44.827586,65.517241,3314509.428840,5.451445,0.000000,0.000000,1941065521816.514648,1158387659658.087402,47848352011.191849,6128500294996.938477,0.626261,0.373739,1.675661,0.316728,0.189016,1.351930,4.789015,0.693147,0.666433,inf,0.296464,0.098731,0.098731,0.098731,0.845726,inf,1.032082,2.854733
2367,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2368,0.324324,66.878137,832.400000,56.817772,0.068258,0.080344,826.666667,33.333333,0.040323,40.000000,80.000000,2998749.470140,5.451445,0.000000,0.000000,210630336037.049591,573772802369.629150,3574318285.399263,1358778375155.982422,0.268523,0.731477,0.367097,0.155014,0.422271,0.697127,4.243856,1.945910,0.657757,1.098612,0.235143,0.022869,0.022869,0.022869,0.886185,inf,1.043617,2.685519
2369,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2370,0.125000,20.163937,853.214286,35.618950,0.041747,0.023633,841.666667,23.333333,0.027723,3.571429,14.285714,1211472.857789,5.313590,0.000000,0.000000,170751552195.024811,61026570183.147888,371707774.368536,358996122635.556152,0.736703,0.263297,2.797987,0.475636,0.169992,1.774130,4.280395,1.178655,0.802280,1.098612,0.091541,0.009812,0.009812,0.009812,0.965188,inf,1.016959,2.432641
2371,0.000000,47.665674,1019.880952,51.913842,0.050902,0.046737,1030.000000,25.000000,0.024272,32.142857,60.714286,1745010.999686,5.216551,0.000000,0.000000,66423753043.102386,157869713301.405487,28847973093.673111,362039444828.502563,0.296147,0.703853,0.420750,0.183471,0.436057,0.392647,3.940760,2.251292,0.806405,1.791759,0.155307,0.013835,0.013835,0.013835,0.932991,inf,1.065844,2.748577
2372,0.129032,154.560308,845.555556,147.844918,0.174849,0.182791,780.000000,70.000000,0.089744,51.851852,74.074074,3721063.745379,5.436039,0.000000,0.000000,1853919533407.585449,1768839136284.842773,22398122092.554787,6413976856143.013672,0.511742,0.488258,1.048100,0.289044,0.275779,1.366593,4.458591,1.504077,0.928701,inf,0.412322,0.109369,0.109369,0.109369,0.758789,inf,1.048006,2.411113
2373,0.171429,26.674106,671.379310,51.327746,0.076451,0.039730,656.666667,30.000000,0.045685,3.448276,41.379310,1676335.042369,5.216551,0.000000,0.000000,72938455694.192184,168392957814.748718,2568828797.261074,453851772726.358093,0.302234,0.697766,0.433144,0.160710,0.371031,1.147129,4.306257,1.386294,0.971650,2.772589,0.134671,0.027895,0.027895,0.027895,0.943949,inf,1.036002,2.889866
2374,0.666667,204.550093,835.000000,153.683176,0.184052,0.244970,883.333333,51.666667,0.058491,50.000000,75.000000,172250.364909,4.499828,0.000000,0.000000,0.000000,512456667321.152710,0.000000,1297962820819.428955,0.000000,1.000000,0.000000,0.000000,0.394816,nan,2.000000,inf,-0.000000,inf,0.467514,0.120069,0.120069,0.120069,0.712402,inf,1.073828,nan
2375,0.038462,5.931710,1074.266667,6.200358,0.005772,0.005522,1076.666667,3.333333,0.003096,0.000000,0.000000,150133.109232,5.216551,0.000000,0.000000,3465173489.584604,2520452617.174002,90108534.861736,11557321726.867428,0.578916,0.421084,1.374822,0.299825,0.218083,0.917518,2.307125,0.826679,0.000000,1.098612,0.027276,0.000278,0.000278,0.000278,0.991785,inf,1.043617,2.470385
2376,0.032258,58.998669,907.444444,37.901701,0.041768,0.065016,911.666667,20.000000,0.021938,23.333333,60.000000,1386734.129270,5.216551,0.000000,0.000000,12648825602.350441,153183751861.260834,39965052824.537201,268607702195.773895,0.076275,0.923725,0.082573,0.047090,0.570288,0.478134,4.164735,0.788457,0.470382,2.890372,0.201355,0.010656,0.010656,0.010656,0.906824,inf,1.063906,2.763629
2377,0.000000,15.878056,816.759259,27.815467,0.034056,0.019440,820.000000,13.333333,0.016260,0.000000,19.444444,2514922.527141,5.272773,0.000000,18206762584.040543,113056506290.091049,48297745019.209618,244475159.724846,232045082449.515869,0.700673,0.299327,2.340824,0.487218,0.208139,1.066916,4.579599,1.159237,1.346867,1.981001,0.078271,0.006984,0.006984,0.006984,0.971230,inf,1.020317,1.991141
2378,0.000000,33.859484,1219.710145,22.761678,0.018662,0.027760,1220.000000,16.666667,0.013661,17.391304,56.521739,711226.724750,5.492261,0.000000,0.000000,23356472873.826607,67976516100.674393,3968844468.869964,134887876660.029755,0.255729,0.744271,0.343596,0.173155,0.503948,0.169893,3.969002,1.386294,0.324061,inf,0.104340,0.002330,0.002330,0.002330,0.959132,inf,1.074689,2.923699
2379,0.035714,92.396859,1025.432099,72.265821,0.070474,0.090105,1040.000000,43.333333,0.041667,51.851852,66.666667,1874053.060513,5.436039,0.000000,0.000000,298290347406.526123,624444470715.362915,53741200692.155525,1423625302484.503662,0.323268,0.676732,0.477689,0.209529,0.438630,0.270608,4.532665,inf,0.702161,inf,0.255808,0.024219,0.024219,0.024219,0.872980,inf,1.056457,2.618328
2380,0.366667,182.181567,913.508772,123.705513,0.135418,0.199431,953.333333,23.333333,0.024476,78.947368,84.210526,2688281.717102,5.614710,0.000000,0.000000,1345885071163.694092,2450824722567.471680,44387468494.614403,5141261974384.674805,0.354487,0.645513,0.549156,0.261781,0.476697,0.266966,3.932138,1.098612,0.523532,1.791759,0.435136,0.071442,0.071442,0.071442,0.740016,inf,1.069389,3.277250
2381,0.388889,199.441018,725.454545,128.093656,0.176570,0.274919,686.666667,50.000000,0.072816,72.727273,81.818182,3380489.639045,4.792982,0.000000,0.000000,2265052599873.982422,3183935823565.271973,82156735408.418610,7504035072716.636719,0.415683,0.584317,0.711400,0.301845,0.424297,0.814994,3.936260,1.299283,0.822413,1.386294,0.529506,0.117045,0.117045,0.117045,0.656227,inf,1.062681,3.124494
2382,0.176471,74.775384,839.761905,65.401127,0.077881,0.089044,870.000000,6.666667,0.007663,28.571429,46.428571,766446.488351,5.436039,0.000000,0.000000,246071827426.335205,330946808895.291809,51616414334.314369,1047409488611.245605,0.426454,0.573546,0.743539,0.234934,0.315967,1.240906,3.521641,0.584934,0.649769,0.624154,0.254030,0.029169,0.029169,0.029169,0.874134,inf,1.057882,2.981684
2383,0.000000,30.468877,866.444444,40.683182,0.046954,0.035165,858.333333,26.666667,0.031068,16.666667,33.333333,1814633.521198,5.451445,0.000000,0.000000,89248287608.557892,152343919509.340912,3556778363.768771,497844927745.106323,0.369417,0.630583,0.585834,0.179269,0.306007,1.163786,4.415061,1.386294,0.742299,2.079442,0.125747,0.012141,0.012141,0.012141,0.948533,inf,1.030714,2.673032
2384,0.000000,10.576004,930.860215,17.846418,0.019172,0.011362,933.333333,13.333333,0.014286,0.000000,0.000000,668401.564981,5.573894,0.000000,0.000000,26289979922.995796,7851656707.291160,1088222783.880690,72763015362.170746,0.770027,0.229973,3.348335,0.361310,0.107907,1.333916,3.913401,1.163151,0.786065,inf,0.049845,0.002472,0.002472,0.002472,0.983272,inf,1.057815,2.122476
2385,0.120000,91.207801,978.636364,70.224145,0.071757,0.093199,981.666667,15.000000,0.015280,13.636364,38.636364,2883176.345262,4.930837,0.000000,0.000000,502009605133.364136,705837919400.014893,24746659876.350525,1645364022423.124023,0.415623,0.584377,0.711225,0.305105,0.428986,0.547277,4.140361,1.002468,1.414802,0.793952,0.262563,0.025298,0.025298,0.025298,0.868569,inf,1.052825,2.271889
2386,0.042553,32.188680,1251.629630,44.225217,0.035334,0.025717,1256.666667,16.666667,0.013263,8.888889,55.555556,2068458.338192,4.981658,0.000000,28009516520.163372,63535985643.326309,72597987315.128006,1360387764.516434,213458096557.218506,0.466717,0.533283,0.875176,0.297651,0.340104,0.949896,4.446974,1.832581,1.151875,1.405343,0.097008,0.007394,0.007394,0.007394,0.962628,inf,1.057775,2.101631
2387,0.000000,4.142334,648.166667,7.231358,0.011157,0.006391,646.666667,6.666667,0.010309,0.000000,0.000000,711011.541241,5.573894,0.000000,3118261545.536921,3411705247.146692,2698906901.435314,138266987.880396,14612190527.534456,0.558325,0.441675,1.264106,0.233483,0.184702,0.985720,3.080500,2.140066,0.251591,2.302585,0.031000,0.000949,0.000949,0.000949,0.990457,nan,1.018970,1.858937
2388,0.000000,22.590207,972.298851,37.808031,0.038885,0.023234,963.333333,13.333333,0.013841,6.896552,34.482759,846615.919010,5.395222,0.000000,0.000000,125784248077.521881,41931064188.045120,2740014879.950951,369860484067.449707,0.749987,0.250013,2.999787,0.340086,0.113370,1.413767,3.866433,1.945910,0.818472,2.014903,0.090331,0.008653,0.008653,0.008653,0.965749,inf,1.039904,2.578344
2389,0.133333,19.988886,1036.025641,31.916826,0.030807,0.019294,1045.000000,26.666667,0.025518,0.000000,30.769231,1006558.314348,5.492261,0.000000,0.000000,103489717520.289215,23313086379.010612,2283668928.448988,266490940642.696350,0.816147,0.183853,4.439126,0.388342,0.087482,1.358915,4.026987,inf,0.647333,inf,0.076763,0.005764,0.005764,0.005764,0.971900,inf,1.068068,2.533815
2390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2391,0.000000,38.098755,1178.985507,34.177711,0.028989,0.032315,1183.333333,10.000000,0.008451,21.739130,52.173913,749413.827389,5.410628,0.000000,0.000000,38630456471.273674,100047578650.189209,4423818634.209521,268545975696.539734,0.278562,0.721438,0.386121,0.143850,0.372553,1.278567,3.762267,1.791759,0.641070,1.945910,0.117302,0.005112,0.005112,0.005112,0.952783,inf,1.069526,2.371625
2392,0.035714,33.595126,971.234568,29.744613,0.030626,0.034590,960.000000,3.333333,0.003472,7.407407,11.111111,274291.096706,4.930837,0.000000,0.000000,47881155402.439186,108725749710.329590,3237069184.097982,308345842703.901062,0.305741,0.694259,0.440385,0.155284,0.352610,1.807469,2.916900,0.660357,1.228815,0.882389,0.124172,0.005668,0.005668,0.005668,0.949332,inf,1.043750,2.397757
2393,0.307692,181.545651,932.777778,119.963230,0.128609,0.194629,910.000000,26.666667,0.029304,33.333333,55.555556,1229093.693903,5.313590,0.000000,0.000000,1903553988397.642578,2056906409490.965088,57912740062.792549,5891402686314.161133,0.480640,0.519360,0.925445,0.323107,0.349137,0.048935,3.947703,1.098612,0.871422,1.609438,0.431414,0.074839,0.074839,0.074839,0.743117,inf,1.074607,2.961846
2394,0.047619,43.696701,680.500000,46.901424,0.068922,0.064213,670.000000,33.333333,0.049751,22.500000,55.000000,2571352.863357,5.533077,0.000000,0.000000,156103907035.030884,268778197842.257843,7448493527.353941,664217703415.466675,0.367405,0.632595,0.580791,0.235019,0.404654,1.050824,4.765312,1.704748,0.767286,1.992430,0.199573,0.023607,0.023607,0.023607,0.907879,inf,1.044453,2.389983
2395,0.034483,55.625881,956.428571,41.065326,0.042936,0.058160,953.333333,26.666667,0.027972,28.571429,53.571429,1535094.618626,5.451445,0.000000,0.000000,30911467954.700893,276940974114.917419,19759716128.259987,447158156348.511475,0.100410,0.899590,0.111618,0.069129,0.619336,0.333030,4.307355,inf,0.564783,1.504077,0.185256,0.010711,0.010711,0.010711,0.916234,inf,1.049850,2.766348
2396,0.000000,10.782849,1011.111111,14.844877,0.014682,0.010664,1010.000000,10.000000,0.009901,0.000000,7.017544,1539694.290369,5.476855,0.000000,8403692496.238732,15986088131.299780,6550313699.984719,871104548.487452,46766585375.943550,0.709345,0.290655,2.440507,0.341827,0.140064,1.367955,3.889589,inf,0.973423,1.386294,0.047473,0.001551,0.001551,0.001551,0.984215,inf,1.048017,1.860986
2397,0.000000,28.751812,770.462963,55.988393,0.072669,0.037318,758.333333,30.000000,0.039560,8.333333,38.888889,2117451.685636,5.533077,0.000000,0.000000,337157106195.325806,157641840463.054901,1367490659.060653,959515759025.077881,0.681402,0.318598,2.138754,0.351383,0.164293,1.245895,4.815623,1.011601,0.911864,inf,0.131520,0.025738,0.025738,0.025738,0.945578,inf,1.018340,2.131558
2398,0.090909,13.013403,651.333333,19.722209,0.030280,0.019980,651.666667,11.666667,0.017903,0.000000,10.000000,773783.812446,5.298184,0.000000,0.000000,21528003866.118927,48497361052.055832,983707814.141394,108349688484.115326,0.307432,0.692568,0.443901,0.198690,0.447600,1.462604,3.989898,1.098612,0.653937,inf,0.080001,0.005574,0.005574,0.005574,0.970457,inf,1.023151,2.569126
2399,0.015152,15.629166,775.538462,42.818565,0.055211,0.020153,783.333333,33.333333,0.042553,0.000000,16.923077,2984074.811852,5.573894,0.000000,100524009912.351288,158101064072.131836,45545945191.076462,987586488.739688,488921974535.082092,0.776349,0.223651,3.471243,0.323367,0.093156,1.416182,4.820230,0.543615,1.290856,1.450833,0.080141,0.016219,0.016219,0.016219,0.970394,inf,1.031371,1.931913
2400,0.071429,78.768296,1002.948718,67.510177,0.067312,0.078537,1013.333333,36.666667,0.036184,30.769231,65.384615,1778094.500981,5.288179,0.000000,0.000000,302165141999.326111,226670299014.666565,13692644458.290514,1001297580889.026489,0.571378,0.428622,1.333060,0.301774,0.226377,0.973655,4.315824,0.587787,0.741804,0.864997,0.231013,0.022363,0.022363,0.022363,0.888772,inf,1.063682,2.681658
2401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2402,0.000000,19.990739,906.989247,50.334841,0.055497,0.022041,916.666667,26.666667,0.029091,0.000000,29.032258,1320945.639228,5.158291,0.000000,0.000000,170695977204.237610,48449775400.730476,1747263083.573443,451670837408.854309,0.778915,0.221085,3.523153,0.377921,0.107268,1.325103,4.478232,2.302585,0.978424,1.466337,0.083502,0.016121,0.016121,0.016121,0.968878,inf,1.033051,2.107005
2403,0.052632,16.837223,717.314815,35.908344,0.050059,0.023473,706.666667,21.666667,0.030660,2.777778,13.888889,1161219.105747,5.573894,0.000000,0.000000,130358980378.110657,39437938869.249924,764062973.927826,364030022289.596130,0.767735,0.232265,3.305421,0.358100,0.108337,1.519567,4.176191,0.693147,0.824392,1.609438,0.091066,0.013536,0.013536,0.013536,0.965409,inf,1.030292,2.207431
2404,0.000000,44.905021,996.071429,29.621113,0.029738,0.045082,1001.666667,13.333333,0.013311,17.857143,57.142857,1259931.475065,5.451445,0.000000,0.000000,13654125235.221668,86031816660.374908,27332165586.786369,162509604324.567169,0.136971,0.863029,0.158710,0.084020,0.529395,0.195014,4.137538,1.945910,0.136872,2.397895,0.152357,0.005810,0.005810,0.005810,0.934587,inf,1.069800,3.020684
2405,0.181818,37.193189,1110.000000,32.532035,0.029308,0.033507,1103.333333,20.000000,0.018127,11.111111,44.444444,359927.281851,5.117475,0.000000,0.000000,0.000000,182039594322.201904,0.000000,496735712037.897766,0.000000,1.000000,0.000000,0.000000,0.366472,nan,2.725481,inf,0.000000,inf,0.119941,0.004884,0.004884,0.004884,0.951464,inf,1.060405,nan
2406,0.000000,27.671543,761.574074,27.074103,0.035550,0.036335,756.666667,10.000000,0.013216,5.555556,19.444444,1352335.180815,5.109508,0.000000,0.000000,25382482292.284653,96810908288.280563,8924964971.005131,211585075967.727051,0.207724,0.792276,0.262186,0.119963,0.457551,1.140165,3.951194,1.152680,1.234655,1.658228,0.129085,0.007454,0.007454,0.007454,0.946830,inf,1.036192,2.373178
2407,0.000000,41.442989,1026.172840,49.628567,0.048363,0.040386,1026.666667,36.666667,0.035714,25.925926,55.555556,1852807.231819,5.476855,0.000000,0.000000,101980895081.220215,214602808473.921417,14532616579.372520,686065865971.839966,0.322129,0.677871,0.475208,0.148646,0.312802,0.968799,4.384517,1.386294,0.446962,inf,0.140002,0.012641,0.012641,0.012641,0.941165,inf,1.060654,2.912978
2408,0.153846,97.516787,1005.151515,83.391899,0.082965,0.097017,990.000000,40.000000,0.040404,59.090909,68.181818,2407897.580296,5.533077,0.000000,0.000000,169595086234.450256,593365817853.835327,26698826353.023911,1352379886903.678467,0.222285,0.777715,0.285819,0.125405,0.438757,0.239229,4.095795,1.609438,0.661614,inf,0.268386,0.031782,0.031782,0.031782,0.864729,inf,1.073701,2.800591
2409,0.967213,110.000000,711.666667,77.781746,0.109295,0.154567,711.666667,55.000000,0.077283,50.000000,50.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2410,0.030303,52.633173,853.229167,47.477475,0.055644,0.061687,853.333333,31.666667,0.037109,21.875000,43.750000,1502334.334968,5.492261,0.000000,0.000000,96434761231.159775,110185055739.326355,36495282198.510689,417852662172.268860,0.466726,0.533274,0.875207,0.230787,0.263694,0.907730,4.515320,inf,0.343630,2.302585,0.194168,0.016351,0.016351,0.016351,0.911059,inf,1.042021,2.423330
2411,0.088235,46.951512,769.677419,31.035879,0.040323,0.061002,763.333333,10.000000,0.013100,16.129032,19.354839,905552.772423,5.339000,0.000000,0.000000,44670076174.764526,112714434254.988495,26786064457.414574,271075320607.705658,0.283828,0.716172,0.396312,0.164788,0.415805,1.004843,3.695501,1.203973,1.112768,1.871802,0.192322,0.009241,0.009241,0.009241,0.912138,inf,1.061292,2.865801
2412,0.037500,49.111998,703.246753,34.951822,0.049701,0.069836,700.000000,13.333333,0.019048,3.896104,18.181818,3416742.717399,5.063290,0.000000,16094083137.823563,61278175765.859390,277141578208.125000,15416613435.476650,425042209669.909973,0.181072,0.818928,0.221108,0.144170,0.652033,0.951254,4.375915,0.940007,1.505467,1.717651,0.212676,0.013544,0.013544,0.013544,0.900041,nan,1.026676,1.977543
2413,0.000000,37.580682,888.535354,27.125090,0.030528,0.042295,885.000000,18.333333,0.020716,15.151515,66.666667,3175004.148727,5.614710,0.000000,8470870015.372798,14630869397.901552,137161931140.087738,5990697753.171780,183295321514.202423,0.096387,0.903613,0.106669,0.079821,0.748311,0.374469,4.657290,3.295837,0.898149,2.264364,0.145331,0.005824,0.005824,0.005824,0.938349,inf,1.050741,2.175415
2414,0.000000,35.106675,1018.271605,36.083597,0.035436,0.034477,1020.000000,23.333333,0.022876,14.814815,59.259259,1570246.007265,5.614710,0.000000,0.000000,55698641229.782700,178445306908.491516,3487796312.842694,373650973615.475952,0.237882,0.762118,0.312133,0.149066,0.477572,0.874258,4.282484,inf,0.231211,inf,0.123834,0.007332,0.007332,0.007332,0.949504,inf,1.026523,2.835671
2415,0.000000,27.597394,744.313725,37.204770,0.049985,0.037078,736.666667,13.333333,0.018100,2.941176,23.529412,1294668.872416,5.094102,0.000000,0.000000,47103825391.707184,42477832331.872391,5094129134.695660,134557835210.776154,0.525820,0.474180,1.108904,0.350064,0.315685,1.194605,3.900271,1.354546,1.094756,1.897120,0.129317,0.013546,0.013546,0.013546,0.946711,inf,1.032568,2.132967
2416,0.000000,71.194294,838.857143,53.504278,0.063782,0.084871,843.333333,26.666667,0.031621,48.571429,74.285714,3403541.096036,5.492261,0.000000,0.000000,102732428158.650330,363343341467.052002,42125664205.888115,687453119624.153198,0.220420,0.779580,0.282742,0.149439,0.528535,0.600202,4.514718,inf,0.348297,2.302585,0.245290,0.020564,0.020564,0.020564,0.879756,inf,1.049576,2.518987
2417,0.000000,27.976748,809.530516,25.412756,0.031392,0.034559,806.666667,13.333333,0.016529,7.042254,30.985915,2329203.577795,5.614710,0.000000,11823568786.696426,30489264279.668438,24210867520.532341,13526894429.096457,106061006433.787979,0.557389,0.442611,1.259321,0.287469,0.228273,0.838867,4.297310,1.627456,1.237523,1.822531,0.124127,0.006045,0.006045,0.006045,0.949355,inf,1.051251,2.021296
2418,0.032258,75.017239,932.555556,96.492841,0.103471,0.080443,941.666667,55.000000,0.058407,36.666667,60.000000,3034416.365657,5.614710,0.000000,0.000000,835947499639.164062,390218282305.225647,17729326415.078228,2477245282665.264648,0.681757,0.318243,2.142256,0.337450,0.157521,1.244642,4.640224,2.397895,0.891720,inf,0.235504,0.046562,0.046562,0.046562,0.885958,inf,1.049315,2.461732
2419,0.702128,7.279523,610.238095,8.108694,0.013288,0.011929,608.333333,6.666667,0.010959,0.000000,0.000000,106316.483230,5.272773,0.000000,0.000000,18429661007.043133,4739512654.721341,43011621.020089,36837828489.665504,0.795439,0.204561,3.888514,0.500292,0.128659,nan,2.610577,inf,0.130418,inf,0.052246,0.001232,0.001232,0.001232,0.982307,inf,1.042758,nan
2420,0.000000,3.685139,627.318841,13.436996,0.021420,0.005874,623.333333,10.000000,0.016043,0.000000,0.000000,362765.006901,5.492261,0.000000,0.000000,18824297676.859283,1701728710.339027,119168169.225004,49698749093.073013,0.917094,0.082906,11.061868,0.378768,0.034241,1.833844,3.258821,0.830348,0.933486,0.887303,0.028615,0.003044,0.003044,0.003044,0.991312,inf,1.017880,1.418850
2421,0.193548,84.850086,843.733333,61.307664,0.072662,0.100565,846.666667,26.666667,0.031496,52.000000,68.000000,1643085.178165,5.573894,0.000000,0.000000,354708365136.642578,781297827616.250977,62554780940.105614,1600450539346.540771,0.312242,0.687758,0.453999,0.221630,0.488174,0.058557,4.213661,2.079442,0.523730,1.945910,0.277135,0.025453,0.025453,0.025453,0.858893,inf,1.038873,2.909882
2422,0.000000,13.433964,804.215686,13.763486,0.017114,0.016704,803.333333,10.000000,0.012448,0.000000,8.823529,796759.475302,5.533077,0.000000,0.000000,7891294931.967599,28539207396.327644,811128290.672201,55275056298.202988,0.216612,0.783388,0.276507,0.142764,0.516313,0.762080,3.844385,inf,0.571083,2.197225,0.069182,0.002056,0.002056,0.002056,0.975221,inf,1.035744,2.497110
2423,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2424,0.000000,11.274936,789.523810,11.177208,0.014157,0.014281,790.000000,6.666667,0.008439,0.000000,8.571429,697120.260684,5.451445,0.000000,0.000000,8506895774.394365,14733406459.540192,878780144.212574,35813633943.503990,0.366041,0.633959,0.577388,0.237532,0.411391,0.729250,3.465316,0.510826,0.439843,inf,0.060805,0.001438,0.001438,0.001438,0.978785,inf,1.025228,2.445624
2425,0.058824,67.468299,820.625000,45.266534,0.055161,0.082216,821.666667,25.000000,0.030426,15.625000,37.500000,2655554.112150,5.339000,0.000000,0.000000,104143258635.327545,359051489498.394714,39564512745.316803,673012636712.863647,0.224837,0.775163,0.290051,0.154742,0.533499,0.636218,4.437500,1.098612,0.923953,2.833213,0.239795,0.016156,0.016156,0.016156,0.883251,inf,1.038609,2.599911
2426,0.000000,58.114976,1032.592593,71.625411,0.069365,0.056281,1036.666667,53.333333,0.051447,44.444444,81.481481,2548546.520517,5.533077,0.000000,0.000000,436387546421.110352,327963009467.750793,9948641114.249147,1388660493899.326904,0.570926,0.429074,1.330600,0.314251,0.236172,1.023504,4.356558,1.609438,0.541887,inf,0.179920,0.023571,0.023571,0.023571,0.919291,inf,1.048006,2.695745
2427,0.071429,13.904436,961.153846,18.497863,0.019245,0.014466,958.333333,13.333333,0.013913,0.000000,11.538462,803475.178053,5.492261,0.000000,0.000000,33101740945.560581,24996284118.566414,174786019.637535,111764385481.019913,0.569757,0.430243,1.324266,0.296174,0.223652,1.066434,3.931209,0.916291,0.109646,1.945910,0.061235,0.002477,0.002477,0.002477,0.978605,inf,1.054851,2.653204
2428,0.733333,157.081977,702.500000,136.434578,0.194213,0.223604,680.000000,43.333333,0.063725,16.666667,75.000000,1766047.692637,5.395222,0.000000,0.000000,5971287186642.822266,1312425879569.565918,12141321312.491447,11604192876575.718750,0.819814,0.180186,4.549809,0.514580,0.113099,nan,3.418296,inf,1.003041,inf,0.454693,0.131949,0.131949,0.131949,0.723475,inf,1.053041,nan
2429,0.000000,25.327485,971.086957,26.778048,0.027575,0.026082,973.333333,16.666667,0.017123,0.000000,58.695652,2060351.615039,5.476855,0.000000,0.000000,78740671212.860626,17694184641.092297,7905220429.684458,171423639346.848022,0.816517,0.183483,4.450088,0.459334,0.103219,1.122347,4.358135,1.673976,0.958433,1.568616,0.099244,0.004825,0.004825,0.004825,0.961570,inf,1.072561,2.347905
2430,0.000000,19.790570,752.814815,22.562546,0.029971,0.026289,753.333333,20.000000,0.026549,0.000000,26.666667,1891091.432333,5.395222,0.000000,0.000000,33452532030.285202,57332390622.922531,3612856915.757886,140184554851.097351,0.368481,0.631519,0.583484,0.238632,0.408978,0.823762,4.218871,1.609438,0.719178,1.749200,0.099847,0.005529,0.005529,0.005529,0.961283,inf,1.038388,2.135454
2431,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2432,0.444444,169.762907,970.000000,116.738073,0.120349,0.175013,1030.000000,23.333333,0.022654,60.000000,60.000000,270873.751683,4.329124,0.000000,0.000000,0.000000,1881152860116.521729,0.000000,3317117940437.477539,0.000000,1.000000,0.000000,0.000000,0.567105,nan,2.321928,inf,0.000000,inf,0.407808,0.051140,0.051140,0.051140,0.762437,inf,1.050220,nan
2433,0.000000,4.202834,741.500000,6.535025,0.008813,0.005668,743.333333,3.333333,0.004484,0.000000,0.000000,327835.280457,5.436039,0.000000,0.000000,3578883629.684741,648150573.173398,340782156.859716,9892983420.526089,0.846665,0.153335,5.521686,0.361760,0.065516,1.159970,2.763934,1.041454,0.000000,1.791759,0.027918,0.000611,0.000611,0.000611,0.991559,inf,1.044453,1.916124
2434,0.000000,51.682025,944.367816,54.577042,0.057792,0.054727,946.666667,23.333333,0.024648,24.137931,58.620690,1370113.807938,5.313590,0.000000,0.000000,65256819821.028206,152805658942.395020,30607306214.822006,440861420971.240051,0.299257,0.700743,0.427058,0.148021,0.346607,0.924524,4.185230,0.887303,0.763488,1.178655,0.175423,0.017258,0.017258,0.017258,0.921844,inf,1.055334,2.497380
